	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	KO	WT	ko15	ko16	ko18	ko19	ko21	ko22	wt15	wt16	wt18	wt19	wt21	wt22
174	M283T3655	1.36088389985608	0.583338008384613	0.573849808411129	283.131376656269	283.100006103516	283.176041914486	3655.178	3637.105	3668.074	5	3	2	634718.214999999	713218.13775	349148.700952381	124602.154810855	69630.5099865141	51119.4223144531	623568.335172414	269530.750562502	271776.321490119	134288.3015625	72326.16015625	55845.0719866071
175	M379T3327	1.12089007889856	0.578302512669733	0.576007590582361	379.128802419034	379.100006103516	379.169123306715	3326.9605	3315.544	3340.094	12	6	6	606273.861176477	1073198.75	1271171.50838888	1839451.65642105	1075704.37635	1466693.7128421	798946.392388898	777467.417578945	1171788.14649999	1529429.32294739	740580.850285715	1523458.64000001
176	M401T3585	1.44361953381325	-0.577157423836886	0.578374212282559	401.200012207031	401.200012207031	401.200012207031	3585.16	3551.281	3634.699	5	2	3	142760.746124268	60095.1649374994	60174.9991776316	898801.091441761	1834093.60766665	1589913.28523078	142812.060058594	89831.6157073975	107673.2421875	2991281.26874998	1786746.13119999	1501862.28923076
177	M364T3715	1.26533710563815	0.573058066711293	0.580626365892662	364.200012207031	364.195188318078	364.217796381954	3715.308	3655.923	3740.667	9	5	4	382350.35655556	233404.075263161	217897.202687498	55527.3819580078	187667.23905	160307.879294117	371077.150000002	308697.815000001	155474.925	125466.05	9513.84160907452	7497.12554931641
178	M257T3648	1.19257265033642	-0.570733280558393	0.58118462715763	257.13144127998	257.100006103516	257.15437105552	3647.554	3617.913	3663.039	9	4	5	188817.159789473	224010.0729	227798.269999998	131171.360090909	54738.7057902018	16259.2888387044	257809.429473684	220890.756105266	190701.967238095	145974.265136362	44760.6341552734	144957.044681819
179	M519T3728	2.17711989267946	0.585825933085385	0.581295950590724	518.984143884581	518.855633970539	519	3728.411	3690.673	3735.952	5	1	4	20637.3401641846	697415.664842103	36518.4033203125	2186.82463727679	3793.14967346191	0	59405.8349999999	170072.220210526	50652.3320625004	3952.67690805288	64339.5609444441	915.684259588068
180	M546T3689	1.21691928395669	0.573471599256314	0.582445477935544	546.200012207031	546.193730369873	546.200012207031	3689.15	3676.289	3698.571	6	4	2	581063.872222229	738016.33545	673244.227039997	594184.596923075	346650.239695231	235961.143624442	34586.8501953125	1056710.36621052	335840.413643973	583751.529703702	318635.580019996	274691.050653367
181	M533T3490	1.26207682043281	-0.565928846784046	0.587015588385156	533.200012207031	533.172220996646	533.212783025002	3490.253	3480.269	3492.029	11	6	5	1058079.95428572	892119.553136366	835934.286424243	415531.059290322	278404.522541665	242518.182260871	1563205.30141177	1526934.67345454	661848.774580644	437741.71739394	316320.333041665	192140.669024068
182	M560T3637	1.39876130453289	0.5570473243283	0.589809269923451	560.200012207031	560.167922543134	560.238497931319	3637.339	3623.944	3653.749	7	4	3	338370.3591	279364.344380953	177430.9011	77880.6600000005	21934.2195943197	6412.06380208333	47307.5897216797	346637.98995	146659.28925	85325.7688499999	10758.2565104167	7733.09898885091
183	M580T2789	1.1747680388885	0.555891279431197	0.591005622391551	580.111165339538	580.100036621094	580.142696041262	2789.243	2781.276	2795.55	10	5	5	549471.191294123	325727.536666665	469956.824631578	144848.840128581	351453.615000002	260395.800944443	637791.543388896	322001.880000001	250390.43505	145821.791590074	171472.527722221	261686.780000001
184	M532T3490	1.27331067616707	-0.559568387553538	0.591023011662922	532.200012207031	532.189763834043	532.200012207031	3490.0385	3482.184	3492.029	12	6	6	3416165.85142857	2821638.08472728	2683680.02	1201967.39080001	862777.380807689	669078.176000001	5061891.10776473	4887450.44266665	2196042.66580645	1109154.82900001	972781.6687826	613506.000545456
185	M270T3880	1.29389449373054	-0.561712541394335	0.591068006472125	270.17665485582	270.100006103516	270.200012207031	3880.4425	3857.346	3887.637	8	5	3	130223.450117648	235715.8989	207683.26552381	74064.1257222219	72738.4658823524	64757.5847005208	90821.517176011	468060.8955	162845.814857143	131648.489142855	95452.7371673584	67114.2358049665
186	M307T2624	1.15793142804569	0.551366320038494	0.593752656707204	306.992923318396	306.955073888429	307	2623.8665	2620.316	2628.284	10	5	5	349067.118111109	420085.7883	226991.30265	117984.0625	197855.364571429	175941.336380953	338093.36295	319222.440000001	184048.866692307	77058.8286987305	184966.135350003	181595.7605
187	M595T3603	1.38105706246542	0.550269913629	0.59429054301192	595.308094922307	595.302376655868	595.341126825722	3602.6045	3586.365	3619.675	6	3	2	234262.304470591	339975.426105267	42480.0562825521	21666.9498138428	276909.612105262	67674.0850830078	14707.6296164773	20060.8070913462	40606.455078125	26053.7705078125	256556.992222221	353765.119999998
188	M536T3931	1.59806395124972	0.550777048908526	0.594539747279559	536.033263649113	536.015828569894	536.067906920068	3931.156	3913.775	3934.502	5	3	2	3130.70836181641	5075.12431578946	480678.945888887	210974.0394	139962.8682	14700.9454923931	1199.78323567708	16027.0485197368	24974.7379214638	379791.672388893	97716.6960555567	15013.7386067708
189	M527T3717	1.54795914689997	0.551987492776709	0.599334072892523	527.317907768424	527.229787180165	527.347391282177	3716.993	3682.786	3738.132	9	5	4	103279.615250001	1883395.37852631	428401.611954547	319426.63935	42631.4852072976	109165.345187499	27166.3370028409	819568.590000002	404886.313052637	158093.541015625	250290.431999998	204578.927444443
190	M396T3328	1.13719778125224	0.540417483404772	0.601013893181627	396.195390115596	396.161830289012	396.200012207031	3327.714	3315.544	3340.094	12	6	6	212417.290588237	418476.315999999	493690.08165	794110.40325	372788.871619048	603055.04745	289612.708941179	297155.8359	428490.414210525	650558.01073685	264918.504999998	614589.585000004
191	M380T3154	1.11609290489982	0.537451953179201	0.608147315448719	380.100006103516	380.100006103516	380.200012207031	3154.051	3150.829	3226.756	12	5	6	351524.386366102	1911798.7311111	1717570.34622221	1756725.2328	1765811.49305265	2609852.5285	1074832.19282758	1434540.75377777	1563407.46021052	1610769.02736842	1355144.26442105	2022633.25155555
192	M429T4078	1.13998294747885	0.528934489841824	0.610593007551557	429.200012207031	429.200012207031	429.226076124182	4077.634	3991.299	4083.753	8	3	3	735571.874400005	381505.075949994	533925.613263165	630821.306966146	451352.099390933	331826.105859375	900888.43844444	508735.772470593	431114.830947367	193521.925627056	303280.76536801	351096.796875
193	M566T3575	1.12527880494115	-0.530404007463976	0.611062055061529	566.200012207031	566.18682546308	566.219365106788	3574.502	3568.216	3578.451	11	5	6	721879.102818174	168837.161277777	330110.363739132	398129.634000002	864560.703590911	731744.782458337	759720.627	695894.597545456	344389.680761905	557875.850869571	627906.712272729	632278.428782603
194	M281T2789	1.09138632660621	-0.516738372458263	0.617252905382888	281.068591106458	281	281.094594835068	2789.325	2782.719	2798.424	11	5	6	403697.763722227	311745.340526315	364608.3108	113534.49	300199.865000002	269089.570105262	476559.337578946	315518.085000001	286027.47645	266741.438476191	283748.90925	295382.795000001
195	M348T3497	1.08017740440326	-0.512811384818922	0.621111545345391	348.160438700133	348.109896147002	348.191288010139	3497.1585	3414.851	3500.018	18	6	6	221323.833000003	202071.234999997	204324.223263157	187851.587263157	128782.8654	140879.9289	284864.7186	223959.324999998	150425.589888888	215002.2207	121967.757695652	176025.280000002
196	M449T3408	1.39696523918885	-0.507613579649475	0.623375291417538	449.200012207031	449.192057799966	449.212082388706	3407.536	3377.542	3447.305	5	2	3	4790.87020210598	1870.12304347824	9981.72077742867	157076.937144886	331146.364956523	168188.985000001	5968.99521891276	0	11101.1765580611	343257.411333333	339099.045772728	240807.81175
197	M323T3505	1.10180380083308	-0.506378132774226	0.623692295124639	323.14394325296	323.100006103516	323.193599999353	3505.423	3498.323	3510.688	12	6	6	158127.916235296	277326.355764704	397502.883529409	307340.01368421	155371.3659	230601.254526315	323742.511058821	330337.862999998	354443.364526315	313828.285473688	136403.942526315	222893.888736842
198	M296T2727	1.09853414843816	0.505603564657103	0.624867664341098	296.094032800912	296.070257849072	296.115236904827	2726.729	2722.066	2730.781	12	6	6	136683.812722224	202807.78926316	172459.05495	134822.00745	84668.4898499999	84544.5586666663	180084.753473687	102759.465	149853.3522	126363.644952381	86857.5000000002	96876.32088889
199	M564T4140	1.23754923698636	0.5048907436078	0.625112788567634	564.400024414062	564.362822921009	564.400024414062	4139.874	4133.899	4141.449	7	4	3	113163.149536133	218525.645000008	227250.834124998	24897.75390625	50245.5663529417	75596.048470589	56939.1195401278	148000.834187504	201694.313647061	49094.453125	18959.8733340993	98766.5675294094
200	M465T3467	1.07633545903341	0.496738095106595	0.63020059386539	465.19826594189	465.100006103516	465.200012207031	3467.1615	3432.871	3502.803	14	6	6	2655185.84685715	2583915.22945455	2123612.1108	1673537.35163637	1500152.90763637	1540065.50836364	2225149.45219048	2315741.41561905	2326307.97409524	1657923.072	1367031.61418182	1327832.63272728
201	M483T3739	1.75051895664951	0.505502853439095	0.630972517778423	483.321328065878	483.27419758399	483.388516328822	3739.021	3696.865	3743.951	5	2	3	31497.7965359158	994333.129052629	118948.048941178	25470.1671386719	12573.0137329102	9717.38090376421	4621.73759191176	353002.216235292	144336.660736844	20028.28515625	37138.2370605469	122122.004666666
202	M416T2688	1.09897238563624	0.487003326198336	0.636938365862824	416.100006103516	416.084739743822	416.103331655494	2687.607	2683.313	2692.137	9	4	5	439237.663333332	508248.313677421	418352.632558826	225538.360385237	246859.246614583	263207.048766667	470797.966344828	408736.973156251	322456.686766664	195945.303000001	274479.14109753	239773.255592591
203	M436T3621	1.24993702802613	0.491643603037187	0.637396677748118	436.19586304041	436.160015478243	436.224785250582	3620.9655	3592.644	3664.138	12	5	6	375812.224083335	703821.217388888	258360.7254	28347.6710526316	93147.2323157892	179091.58552381	383207.74155	292975.825000002	292767.7161	80397.4558888885	136055.395047619	125526.432533334
204	M510T3528	1.18818567730329	0.485647583549592	0.638122355691369	510.200012207031	510.086349325742	510.200012207031	3527.7695	3471.444	3537.433	10	4	5	3214977.52055173	1741849.01894739	1484323.36523438	1053566.63161905	1168207.26909091	1113472.82504348	3173146.62514289	77743.1477647067	1523992.11458333	1178809.77066667	1244176.42254546	1030136.02440909
205	M464T3467	1.06998263623911	0.482975087571746	0.639540306126842	464.200012207031	464.100006103516	464.200012207031	3466.709	3432.32	3468.865	13	6	6	9624482.18209525	9579511.7104762	8022734.95439999	6292707.26654547	5782601.98539133	5812679.36909092	8298241.37752382	8508758.77180953	8752916.3824762	6446999.26509093	5184218.6629091	4972837.12254547
206	M499T3414	1.09083538146537	0.487403011320119	0.640590000485004	499.200012207031	499.179088454172	499.217912981212	3414.215	3397.707	3452.815	11	6	5	230905.2426	216300.192500001	190009.779999998	236429.694346153	149785.807473684	166025.798095238	251453.418666667	225829.200727273	192221.801863637	204131.600041665	178856.842666664	37915.9504394531
207	M592T3108	1.3413678665377	-0.478018351461514	0.643808476925593	592.102887035972	592.077453102954	592.132868165257	3107.797	3057.362	3138.205	6	3	3	173415.2394	151219.299263158	101071.024363637	9832.56218804253	4815.33582899306	7403.67944335938	222796.861999999	219072.287263157	132374.42565	7193.41259765625	6412.82552083333	12757.2272306743
208	M362T3168	1.08751811949898	-0.478181057797335	0.645074752709629	362.125296840184	362.103780426932	362.200012207031	3168.054	3164.92	3178.942	9	4	5	312079.1991	343880.54805	307965.840045455	216211.697021484	78704.0216470583	244520.044708335	292404.155999999	364509.212727269	296741.986045455	251609.305958335	212262.723214286	217405.324956523
209	M599T4105	1.44030998038273	-0.474025453527971	0.648101749667036	599.299987792969	599.299987792969	599.333782702295	4104.547	4033.573	4127.591	5	2	3	678979.629714286	443765.140000006	292794.285000001	11303.728062221	21315.3354492188	14116.939453125	982519.520000002	953871.453899999	109637.956312501	13208.2954427083	15560.5390625	31331.594921875
210	M544T3211	1.05165840453159	0.469047411989321	0.651065141523254	544.200012207031	544.100036621094	544.200012207031	3210.6045	3196.533	3254.681	14	6	6	3224455.11663157	2828155.31999997	2788004.86577781	2437816.512	2267362.15800003	2387387.5632	3111678.74947368	3239416.01347368	2669599.89726315	2259496.92000001	1798415.5008	2071922.28000001
211	M561T3650	1.34719535730936	0.46253925675407	0.653724320458601	561.188114959745	561.100036621094	561.223596014402	3650.264	3638.52	3652.124	4	3	1	111999.943999999	72766.4638749993	68762.2224210535	7759.09465680804	17161.2716175426	7441.29464285714	25716.5765533447	131454.23505	34617.4877115885	10045.1261160714	4542.7060546875	5835.32668340774
212	M559T3535	1.156978357782	-0.462359539279063	0.654278974383605	559.212112037058	559.193220417872	559.237444537619	3535.4475	3528.882	3538.638	8	4	4	153144.675047619	88524.2250000004	83968.4837647053	60610.4115789481	34397.3568004261	58184.6344444442	140376.015	153221.357714286	121371.908499999	62086.0409444442	44730.5455211293	32209.8325195312
213	M580T3574	1.12506671740689	-0.459332717840252	0.656172403828176	580.197462765879	580.180720906359	580.228779726385	3573.686	3568.216	3577.641	9	4	5	421946.51385	133871.664999999	163241.400146484	237191.64675	539466.436045456	426974.373409092	469043.6841	421423.82055	90168.9686143663	379293.338318183	402913.197272728	400313.807772723
214	M466T3479	1.61786557594513	-0.467121327190115	0.656927502160348	466.100006103516	466.100006103516	466.171108060905	3479.279	3459.635	3487.819	5	3	2	216196.925	165357.115733334	26192.0920257568	51796.163466666	61957.8632668888	0	670113.536363638	173603.619529411	0	0	0	0
215	M541T3725	1.74473203114066	0.460266537696583	0.662075896508994	541.000692739016	540.956533840552	541.052082704734	3724.6385	3684.613	3731.217	4	1	3	25917.946472168	592624.116833331	26883.5197265625	0	0	6385.58229758523	121987.419444444	155577.386999999	14574.4569440569	0	81448.8600000001	0
216	M478T3165	1.19271581936268	0.453155633496623	0.662136532085785	478.100006103516	478.100006103516	478.164035006203	3164.8435	3160.199	3168.108	6	4	2	211280.646937502	347087.264999996	202012.549200001	105028.815415326	204349.262421052	106790.58203125	330970.974352945	361389.20865	0	90284.6949678309	88235.4292566636	115565.166124132
217	M544T3381	1.34663815210392	-0.452318143090438	0.662656433329042	544.100036621094	544.100036621094	544.100036621094	3380.8915	3365.574	3431.346	6	3	3	104050.170461539	0	143469.958133334	43108.7544884315	60093.4400000004	0	253294.556315789	84787.599609375	85090.1201333323	49123.7849999998	0	0
218	M549T3712	1.59406771116039	0.45569883269293	0.66332414092408	549.378571340529	549.340572161505	549.441594898792	3711.968	3687.623	3725.171	7	3	4	42721.6994140625	2105563.89244443	221688.51	270311.288944448	12733.8448791504	0	77257.3222503662	908156.04044444	310674.916526315	126904.209882352	237993.124235292	3322.13037109375
219	M482T3598	1.07066855120774	0.449680530481167	0.663572650435823	482.200012207031	482.100006103516	482.200012207031	3597.674	3550.732	3608.301	15	6	6	7209760.65828562	7566667.90400002	7111090.85636356	4489166.0109091	4661342.12266667	3662907.56981814	4724676.26189473	7207719.96038096	6482971.73333334	5271047.57028572	4629567.32952381	4094547.07272728
220	M338T3650	1.0797017994194	0.446971903084933	0.664482090873319	338.200012207031	338.189189019138	338.203856551737	3649.674	3622.253	3682.999	12	6	6	614212.525444442	605655.000000002	622113.929944452	335737.548631578	364966.68435	356312.810888893	557322.100055562	641973.074944441	476072.638947367	342120.329722221	339368.22652632	328142.859052631
221	M386T3177	1.06016521467348	-0.450804415946398	0.664485448054727	386.147360375649	386.100006103516	386.200012207031	3177.429	3174.25	3182.133	11	5	6	325325.430857143	269560.619263161	312436.483047619	275222.643652172	226770.837182617	221569.394454546	345949.41195	397554.792909092	313348.850285715	243353.225142857	186412.14915	242389.549727273
222	M381T3154	1.10550613750494	0.443901292343018	0.666611528939913	381.105206321437	381.100006103516	381.122116809111	3153.966	3152.38	3160.818	10	5	5	73908.0230577257	412013.018117651	365480.255444443	390842.162285715	371351.680350005	398323.5936	80672.2485758464	314270.578388887	343710.955473683	333494.979052631	302289.928526315	445468.648892857
223	M206T2789	1.05458218238411	-0.44073203399886	0.669266681182827	205.992697310125	205.978559686863	206.002278998109	2789.144	2782.719	2793.925	12	6	6	237993.621222225	269713.984105262	201393.4155	150107.310090909	176989.653272727	156797.03535	276541.849473688	222366.154999998	211717.712761905	186850.877863637	188285.941181819	172348.755000001
224	M242T3665	1.1356702648865	-0.439981483224651	0.669514511457834	242.14153510902	242.114477637083	242.168274173288	3664.669	3633.208	3686.279	11	5	6	280767.609625001	248792.380958332	224467.690272728	109019.428499999	42407.6248168945	101092.933727273	280260.238695653	299453.212125002	188328.194954546	139748.299695652	139968.457439999	95347.8537142858
225	M397T3325	1.12989059418763	0.437105840668586	0.671354210816475	397.173438368425	397.146186374726	397.175188704086	3324.558	3315.544	3330.785	7	4	3	46799.6277497944	95623.1398499999	133878.117473684	210330.84495	114604.592761905	162646.81845	53232.2314453125	67585.296484375	118164.480947368	185109.799473687	68522.4329589844	183453.995000001
226	M301T2789	1.08469470327273	0.43455521810525	0.673117572772243	301	301	301.020771993331	2789.243	2782.719	2795.55	12	6	6	2739847.25473688	1732887.9144	2330865.11542857	1185809.87781818	1908462.9730909	1339885.1508	2844473.37600004	1716199.2876	1636414.36647619	1250314.07066667	1576059.46290909	1336835.52000001
227	M347T3499	1.09967343872117	-0.439144887807814	0.673400860019525	347.133555659589	347.109434111541	347.158414456156	3499.3945	3493.918	3506.014	12	6	6	202822.159749998	236859.620000001	240054.653055554	247355.581052631	134452.883809524	150277.45365	271151.097882351	381682.125277782	238818.793157894	207879.78368421	101642.092190476	131434.959999999
228	M456T3291	1.11902090953464	-0.432632467842363	0.674484278747937	456.152540320498	456.118102697919	456.200012207031	3290.5775	3280.78	3291.934	12	6	6	525963.634999994	461602.34685	358023.964105268	206175.170777777	204643.472526315	173109.45961111	584342.9403	527278.6035	328865.864736841	243418.173473684	248845.955000001	226419.504999998
229	M496T3384	1.15460055178599	-0.429479710525165	0.676765354362737	496.200012207031	496.200012207031	496.200012207031	3384.3895	3331.909	3449.685	24	6	6	29480297.5207619	30735807.4298179	29850978.4015238	9642980.33178945	7713099.75663168	5670430.29473683	31551042.5112381	27912140.1173334	29330262.4060953	26793724.4887273	7456648.72079999	7534107.48599999
230	M537T3932	1.42553820300436	0.42792336282927	0.677912939166972	537.050955998438	537.007445271395	537.068492907268	3932.2385	3913.775	3934.502	4	3	1	5113.03884548611	6071.98444444442	249568.994117645	110203.593684212	68842.0347368419	8539.10747612847	3880.66106770833	4101.6201171875	21230.8528374566	222341.046888891	43600.8782009549	19349.8432186351
231	M579T2790	1.12622886698935	0.424001129136042	0.680596053332991	579.124402019254	579.100036621094	579.192429766016	2789.892	2782.719	2795.55	12	6	6	1602404.51961113	852780.481277774	1279959.498	401807.172300006	970436.155000004	701159.27383333	1757125.88200002	876060.395000002	707584.31775	450329.132190477	659396.37735	707023.180000003
232	M376T3686	1.14678822964529	-0.41716400364491	0.686702175049018	376.200012207031	376.172035836785	376.214351108801	3686.332	3626.175	3726.472	11	5	5	162499.439894736	219938.407619048	20308.0128173828	131973.329944444	141468.112210526	148533.849578947	115815.278555557	322572.679619048	25877.1746897978	165280.880761905	122884.362210526	193350.13409091
233	M500T3049	1.13434829011256	-0.415458603675234	0.687029902397307	500.112734847516	500.091608231214	500.147626291964	3048.604	3044.673	3049.847	6	3	3	190889.150105263	173685.68368421	127081.130000001	77841.4014078776	69760.5702694164	56018.4714355469	193711.004999998	242104.0248	126633.540000001	86807.1669514974	77304.8589154412	62125.0076583059
234	M515T3423	1.16097864478232	0.414147941900749	0.687517723592219	515.257472008647	515.217420551743	515.324291762101	3423.084	3404.231	3446.545	8	5	3	47380.2805047286	77974.5758750007	72152.7599999994	185065.980947368	72267.418588236	56627.96	24767.7162841797	61037.2573125005	59860.8962402344	164627.768315789	83377.2658947366	46878.9529322574
235	M427T3594	1.31295132168553	-0.413838144914233	0.688295328132817	427.200012207031	427.200012207031	427.206227223771	3594.279	3561.596	3645.753	5	2	3	11400.4325561523	8237.90933333334	46705.9426800272	1006294.99967448	1855249.20373334	1754074.85903449	21221.3583984375	3492.94338378906	62662.1942934783	2456144.52082759	2210419.30021052	1393249.64742858
236	M506T3395	1.10950846458014	-0.412128990680826	0.689375723371624	506.192142531474	506.100006103516	506.200012207031	3395.086	3378.767	3437.085	13	6	6	4958426.50300003	4287224.27636365	4287024.03	2358940.3429565	2029890.83647999	1957167.72088888	5639064.18688004	5791283.31054547	3723910.6072381	2558315.8038261	2439061.41599999	1903921.42103703
237	M519T3414	1.0554097131788	0.411200453936386	0.690939007614399	519.156704976824	519.135445018095	519.198286599446	3413.769	3397.707	3446.545	12	6	6	277928.102500001	333393.221499996	354629.164190472	304954.867499997	219875.80952381	164113.1766	266616.611045455	264078.893958335	325307.042181817	297117.164190476	207378.099809524	207513.474999999
238	M450T3633	1.23868494383559	-0.403618593751532	0.695760881565329	450.189914020659	450.100006103516	450.200012207031	3632.839	3554.088	3646.13	5	3	2	252000.344842108	212278.850736842	159501.000736842	34134.2534401634	22962.2557576497	33611.1515625	394726.374095238	158128.698798286	198512.05123291	41192.1996433424	72461.065	20004.96234375
239	M527T3177	1.08099203764454	-0.402626456121974	0.696361749523374	527.114481787045	527.100036621094	527.200012207031	3177.413	3175.817	3230.232	13	6	6	5493533.72038096	5331955.51695239	4631745.7432381	3393948.22181819	3218986.30363637	2575172.96152381	6069048.08838096	6651031.77890911	4593730.01381819	3368800.52660871	3262003.77418183	2696804.79054546
240	M360T2689	1.03292495664322	0.392943159522103	0.702861724423665	360.025182210862	360	360.085032754436	2688.5105	2687.393	2692.137	12	6	6	9748523.95007995	10851568.5046155	8797145.08325924	8702183.13066665	7372829.19942853	9376844.92385183	10710925.3839999	9496878.38208006	7457843.56342856	8053174.83475862	7425235.49451847	9956697.08544001
241	M269T3885	1.17598448548911	-0.392812585281788	0.705751709575515	269.161745032004	269.115913514671	269.200012207031	3885.2	3860.932	3891.487	12	6	6	666924.549166674	1237451.66628572	1063929.74628572	436101.188318183	499613.30359091	428313.974500001	464563.23225	2276576.5836	784441.770666667	620319.011130434	556389.854500001	392467.621304344
242	M534T3863	1.10205668562056	0.387138180583262	0.706771861165455	534.299987792969	534.299987792969	534.303019017929	3862.588	3837.027	3875.558	10	4	6	227348.11125	1598952.50307694	1185764.36170615	1114594.89788187	1145940.85542858	1197762.00827586	122926.129411766	1097981.36774194	1153315.10518519	953893.222774196	1171077.8882963	1371976.81896297
243	M511T3760	1.21628505313376	-0.387538016986725	0.70778375359925	511.200012207031	511.200012207031	511.204663814243	3760.0775	3740.809	3775.795	12	6	6	540843.340166663	2459948.84533333	1873350.748	526870.116909092	727804.020727265	589466.733772729	703755.379038459	3944795.242087	1254268.83339129	837436.404000003	755977.897409093	675114.418695646
244	M526T3177	1.08010544384654	-0.383752220040901	0.70989970687905	526.100036621094	526.100036621094	526.200012207031	3177.397	3175.817	3222.481	13	6	6	18285754.9531429	18101290.8829091	15464033.1337143	11084285.0938182	10534823.2930909	8653660.84266667	20886730.8495238	22176009.8170436	15196914.5417143	10999952.8232728	10564970.5774546	8877836.9007273
245	M385T3177	1.04731869556254	-0.381798515491626	0.71110982919862	385.134652347896	385.100006103516	385.176034135428	3177.395	3175.817	3180.517	12	6	6	1137379.05585	1228016.54433334	1151942.66819048	903258.899590911	877203.971363639	760969.049904763	1245689.57561905	1413865.61828572	1123948.8	896498.295954548	808884.315727275	856576.685714287
246	M510T3759	1.21063768407652	-0.378523855886159	0.71408855417395	510.200012207031	510.200012207031	510.200012207031	3759.1	3742.564	3775.795	12	6	6	1800050.55026088	8684160.76	6453425.43238096	1874392.24486957	2452518.25371429	2067843.2989091	2384322.97727999	13562012.168348	4418648.47930431	2924411.77963633	2717762.66181819	2239913.18109089
247	M291T3665	1.26342022498661	-0.376007351594901	0.715079386005863	291.200012207031	291.123816206999	291.218791312977	3665.476	3655.009	3682.999	4	1	3	65008.7307128906	96211.3992631577	111560.760380952	5256.7919921875	2487.76538085938	0	85006.0397647067	162097.991818182	80209.6625555552	16913.7142493207	6060.39458432405	4133.72131347656
248	M484T3599	1.05511967551089	0.375840858575463	0.716253563840391	484.193900760976	484.152953161405	484.205148214522	3599.3505	3592.51	3608.301	12	6	6	369011.076571424	386938.141272728	361278.646857143	236337.870500001	241059.338363637	186950.491950003	285351.852190476	362164.409904762	324952.972190476	261192.47859091	234621.99885	220221.96859091
249	M452T3077	1.12591104158502	-0.372723853044065	0.71764715757929	452.103343241631	452.100006103516	452.200012207031	3077.281	3076.462	3118.325	13	6	6	2293581.68990476	1954888.43580953	1448580.318	824219.305318184	774503.242434786	724081.557333334	2491178.83733334	2724873.81527273	1266409.54514286	986976.639999993	867737.561318173	692466.389333334
250	M302T2623	1.06812873859186	0.369496107555968	0.719516099433574	302.001290710137	302	302.017797139787	2622.6895	2618.749	2626.729	12	6	6	643996.186421051	790351.629263156	444524.0475	385833.770608697	399591.811047619	454476.256	667080.72505263	653312.380000003	343121.412260867	327247.192380953	424152.173714286	504934.2474
251	M479T3616	1.04214483196472	-0.368276470719228	0.722008183635859	479.226779235866	479.200012207031	479.285575519168	3616.2605	3592.51	3646.13	12	6	6	454970.088750006	428987.876571429	570663.015619048	403231.890285715	451095.017818183	554518.123200008	620010.65904762	345749.190000002	627057.639619048	393566.1456	489646.10809091	508116.563809524
252	M233T3024	1.05700687415154	0.363514351347434	0.72415736240759	233.037075068284	233.012781468262	233.065244649328	3023.583	3017.343	3077.281	13	6	6	399145.340333331	356951.308222226	410550.655444443	198416.546947368	363381.664944443	317805.787888887	397107.782666665	271252.060000001	334459.926666671	181901.317499999	456900.468736841	294270.588388892
253	M495T3431	1.27141967979108	-0.361734917560564	0.725362832124204	495.214595458969	495.210005498252	495.255944744727	3430.775	3416.617	3435.655	7	3	4	438350.31975	251722.424999997	25029.2018229167	0	31599.1991613051	133064.344842105	433586.61195	469348.195000002	37973.587890625	0	76661.5933124993	100981.170166666
254	M555T3214	1.11616128355721	-0.360868955678071	0.725949258441261	555.114478826877	555.094702529038	555.172796854767	3213.978	3127.359	3214.958	5	3	2	86230.2323190789	70876.4663157893	191690.590000001	147334.387078536	56323.5156000004	76895.5001904763	70536.220651727	214823.935416667	58547.9628417969	149544.02734375	147515.541333333	61489.1880493164
255	M505T3724	1.4260103103344	0.364201883599579	0.72736689045573	505.360149175052	505.309352703122	505.440120841544	3723.753	3685.871	3739.707	9	4	5	98120.0163125008	1429718.26999998	121434.740470587	126013.758352942	993.700942095588	7059.02764892578	20468.3245171441	623460.94705263	206049.975222221	81071.9469444454	147567.693176472	171960.790388888
256	M521T3229	1.03322578467532	0.357198560051288	0.728803410538733	521.200012207031	521.164171902639	521.217589572354	3228.521	3199.733	3294.924	21	6	6	316419.24711111	261307.086842109	237604.393999999	213463.87485	204511.070000001	215915.788421052	240531.96111111	234954.499111114	242881.396526315	271299.732	172363.593	240587.18368421
257	M391T3615	1.10954235381243	-0.354080751315568	0.730803736615661	391.124919217445	391.107090211929	391.171676559826	3614.9505	3592.51	3644.425	12	6	6	6899364.31244452	7039984.5945263	4933377.64294736	2162710.8216	2159509.08952381	3583241.21010531	9246372.59031577	5176181.16000002	5942055.07957893	2106209.8668	2644093.46438095	4596621.21840006
258	M272T3125	1.15845206324335	-0.351247618486549	0.733240347399267	272.124684347755	272.100006103516	272.152935111813	3124.9095	3123.974	3131.145	6	3	3	332583.558277782	237444.76936842	125686.685647058	83215.5571831597	76654.3199869792	89478.8297119141	306153.783578951	82517.7954101562	148857.79368421	65128.8251546224	90437.0890213816	401715.72968421
259	M545T3207	1.03958912358465	0.349439512533175	0.734888999595848	545.200012207031	545.17954825471	545.200012207031	3207.2295	3196.533	3222.352	12	6	6	1037062.452	938167.419999992	921066.988105261	777892.826399999	704007.223157904	749653.607999998	1004782.28263158	1073899.989	852403.357368419	725975.330000002	614618.463	660894.805000004
